fecha,estacion_mm,imerg_mm,cmorph_mm,estacion_anomalia_mm,estacion_climatologia_mm,imerg_anomalia_mm,imerg_climatologia_mm,cmorph_anomalia_mm,cmorph_climatologia_mm
2018-11,39.5,86.79499833601,82.064998395,-27.200000000000003,66.7,9.337499950707993,77.457498385302,12.506499424500007,69.5584989705
2018-12,,117.80999710413,71.17499945,,62.58888888888888,37.18299904219201,80.626998061938,3.5590003275000015,67.6159991225
2019-01,,74.50999804874,3.0,,64.1375,2.0894997766230006,72.420498272117,-30.661499506,33.661499506
2019-02,45.0,63.88499821573,37.5,1.1777777777777771,43.82222222222222,1.4574995154100066,62.427498700319994,2.872500480999996,34.627499519000004
2019-03,120.0,133.46499665069,168.8999969,36.522222222222226,83.47777777777777,32.70099897785201,100.763997672838,93.74849787099998,75.15149902900001
2019-04,111.2,130.77499677842,133.11499726,20.933333333333323,90.26666666666668,24.831999311014002,105.94299746740599,32.90249876649999,100.21249849350001
2019-05,158.1,143.3699966196,118.879997505,46.24444444444444,111.85555555555555,29.01249917064399,114.357497448956,21.26299909650001,97.6169984085
2019-06,121.9,125.89499735084,110.444998095,26.51111111111112,95.38888888888889,11.721999952664007,114.172997398176,-7.833999811699982,118.27899790669998
2019-07,73.4,84.98999747265,149.039996885,-21.477777777777774,94.87777777777778,-43.453499436442996,128.443496909093,29.55749886759999,119.4824980174
2019-08,61.5,88.47999773223,109.994997624,-12.510000000000005,74.01,-6.775500012062992,95.255497744293,26.017999182600008,83.9769984414
2019-09,115.1,90.08499769425,100.69999797,37.389999999999986,77.71000000000001,15.739999597001997,74.34499809724801,31.759999129199997,68.9399988408
2019-10,137.0,96.01499801696,103.16499857,57.06,79.94,14.639499849963002,81.375498166997,32.00899984099999,71.155998729
2019-11,47.7,54.29499896047,49.864999350000005,-19.0,66.7,-23.162499424832006,77.457498385302,-19.693499620499992,69.5584989705
2019-12,49.5,56.8799988658,58.974998055,-13.088888888888881,62.58888888888888,-23.746999196138,80.626998061938,-8.6410010675,67.6159991225
2020-01,121.4,138.419996233,110.42999929,57.2625,64.1375,65.999497960883,72.420498272117,76.768499784,33.661499506
2020-02,64.3,64.35999845674999,34.0,20.477777777777774,43.82222222222222,1.9324997564299977,62.427498700319994,-0.6274995190000041,34.627499519000004
2020-03,82.4,92.04499796644,71.15499985,-1.0777777777777686,83.47777777777777,-8.718999706398009,100.763997672838,-3.9964991790000113,75.15149902900001
2020-04,127.9,128.44499675916,128.044998965,37.633333333333326,90.26666666666668,22.501999291754018,105.94299746740599,27.832500471499984,100.21249849350001
2020-05,103.0,153.66999654867,170.8949973,-8.855555555555554,111.85555555555555,39.31249909971402,114.357497448956,73.2779988915,97.6169984085
2020-06,130.8,79.66499833648,81.96999813,35.411111111111126,95.38888888888889,-34.507999061696,114.172997398176,-36.30899977669999,118.27899790669998
2020-07,100.8,159.27499630553,119.114997775,5.922222222222217,94.87777777777778,30.83149939643701,128.443496909093,-0.36750024239999846,119.4824980174
2020-08,29.3,42.33499904095,21.3699996,-44.71000000000001,74.01,-52.92049870334299,95.255497744293,-62.6069988414,83.9769984414
2020-09,49.1,60.3949985256,51.54999901,-28.610000000000007,77.71000000000001,-13.949999571648007,74.34499809724801,-17.3899998308,68.9399988408
2020-10,47.5,72.09499844214,64.14499915500001,-32.44,79.94,-9.280499724857009,81.375498166997,-7.010999573999996,71.155998729
2020-11,53.7,77.15999844107999,77.08499825,-13.0,66.7,-0.297499944222011,77.457498385302,7.526499279500001,69.5584989705
2020-12,34.8,46.244998718880005,33.199999575,-27.788888888888884,62.58888888888888,-34.38199934305799,80.626998061938,-34.4159995475,67.6159991225
2021-01,69.4,85.72499862186001,6.9699997,5.262500000000003,64.1375,13.304500349743009,72.420498272117,-26.691499806,33.661499506
2021-02,53.0,53.08499929937,23.0449993,9.177777777777777,43.82222222222222,-9.342499400949997,62.427498700319994,-11.582500219000003,34.627499519000004
2021-03,87.9,99.33999819484,130.51999844,4.422222222222231,83.47777777777777,-1.4239994779979952,100.763997672838,55.36849941099999,75.15149902900001
2021-04,45.3,64.50999876095,50.449999055,-44.96666666666668,90.26666666666668,-41.43299870645599,105.94299746740599,-49.76249943850001,100.21249849350001
2021-05,72.0,116.03999749337,119.84499789,-39.855555555555554,111.85555555555555,1.6825000444139988,114.357497448956,22.227999481500007,97.6169984085
2021-06,144.3,152.14999575698,191.21999703,48.911111111111126,95.38888888888889,37.976998358803996,114.172997398176,72.94099912330002,118.27899790669998
2021-07,93.6,130.22999658665,88.479998745,-1.2777777777777857,94.87777777777778,1.7864996775570035,128.443496909093,-31.0024992724,119.4824980174
2021-08,77.3,124.43499732239,88.649998517,3.289999999999992,74.01,29.17949957809701,95.255497744293,4.673000075600001,83.9769984414
2021-09,70.8,75.8299977395,85.03499815,-6.910000000000011,77.71000000000001,1.4849996422519922,74.34499809724801,16.094999309200006,68.9399988408
2021-10,158.1,168.76999578433,142.28499842,78.16,79.94,87.394497617333,81.375498166997,71.12899969099999,71.155998729
2021-11,25.8,31.91999952958,34.04999958,-40.900000000000006,66.7,-45.537498855722006,77.457498385302,-35.5084993905,69.5584989705
2021-12,63.5,78.48999823087,80.07999903,0.9111111111111185,62.58888888888888,-2.136999831067996,80.626998061938,12.463999907499996,67.6159991225
2022-01,15.1,18.54999947285,12.41499975,-49.0375,64.1375,-53.870498799267,72.420498272117,-21.246499756,33.661499506
2022-02,83.0,88.50499804724,9.6499994,39.17777777777778,43.82222222222222,26.07749934692,62.427498700319994,-24.977500119000005,34.627499519000004
2022-03,113.5,107.17499743674,97.1049981,30.022222222222226,83.47777777777777,6.410999763901998,100.763997672838,21.953499070999996,75.15149902900001
2022-04,67.0,72.71999795534,74.649999385,-23.26666666666668,90.26666666666668,-33.22299951206598,105.94299746740599,-25.562499108500006,100.21249849350001
2022-05,92.0,94.92999801548,74.829998465,-19.855555555555554,111.85555555555555,-19.427499433476,114.357497448956,-22.786999943499993,97.6169984085
2022-06,26.8,64.80499852839,58.18499831,-68.58888888888889,95.38888888888889,-49.36799886978599,114.172997398176,-60.09399959669999,118.27899790669998
2022-07,61.2,111.16999758948,100.32499764,-33.67777777777778,94.87777777777778,-17.273499319612995,128.443496909093,-19.157500377399998,119.4824980174
2022-08,92.1,115.16499691367,116.934998805,18.08999999999999,74.01,19.909499169377,95.255497744293,32.95800036360001,83.9769984414
2022-09,65.0,68.81999807814,45.58999936,-12.710000000000008,77.71000000000001,-5.525000019108006,74.34499809724801,-23.3499994808,68.9399988408
2022-10,55.8,60.55999874907,39.62999902,-24.14,79.94,-20.815499417927008,81.375498166997,-31.525999709000004,71.155998729
2022-11,47.8,51.22999908204,51.87999976,-18.900000000000006,66.7,-26.227499303262,77.457498385302,-17.6784992105,69.5584989705
2022-12,58.3,66.13999839217,36.92999968,-4.288888888888884,62.58888888888888,-14.486999669767997,80.626998061938,-30.6859994425,67.6159991225
2023-01,46.1,79.94499810354,42.25999927,-18.0375,64.1375,7.524499831423,72.420498272117,8.598499764000003,33.661499506
2023-02,66.9,86.2899980469,68.279999235,23.077777777777783,43.82222222222222,23.86249934658,62.427498700319994,33.652499716,34.627499519000004
2023-03,74.5,116.64499648166,73.869999175,-8.977777777777774,83.47777777777777,15.880998808822,100.763997672838,-1.2814998540000033,75.15149902900001
2023-04,46.4,41.5249990299,45.60499968,-43.86666666666668,90.26666666666668,-64.41799843750599,105.94299746740599,-54.60749881350001,100.21249849350001
2023-05,53.2,71.18999765308,50.424999415,-58.65555555555555,111.85555555555555,-43.167499795876,114.357497448956,-47.19199899349999,97.6169984085
2023-06,54.7,62.35999851524,86.62999746,-40.68888888888888,95.38888888888889,-51.81299888293599,114.172997398176,-31.649000446699986,118.27899790669998
2023-07,87.8,106.14999803482,99.669998565,-7.077777777777783,94.87777777777778,-22.293498874273,128.443496909093,-19.812499452400004,119.4824980174
2023-08,92.7,117.69999727461,133.824998055,18.689999999999998,74.01,22.444499530317003,95.255497744293,49.84799961360001,83.9769984414
2023-09,117.70000000000002,51.7499986762,49.77999926,39.99000000000001,77.71000000000001,-22.59499942104801,74.34499809724801,-19.159999580800005,68.9399988408
2023-10,93.9,87.19999808165,87.9449978,13.960000000000008,79.94,5.824499914652989,81.375498166997,16.788999070999992,71.155998729
2023-11,14.5,19.019999725850003,17.1199999,-52.2,66.7,-58.437498659452004,77.457498385302,-52.4384990705,69.5584989705
2023-12,83.60000000000001,87.13499766459,77.9849987,21.011111111111127,62.58888888888888,6.507999602652006,80.626998061938,10.368999577500006,67.6159991225
2024-01,121.1,122.46499705088,77.49999789,56.96249999999999,64.1375,50.044498778763,72.420498272117,43.838498384000005,33.661499506
2024-02,15.5,18.12499941445,7.05999995,-28.322222222222223,43.82222222222222,-44.30249928587,62.427498700319994,-27.567499569000006,34.627499519000004
2024-03,55.0,73.66999860125,38.039999545,-28.477777777777774,83.47777777777777,-27.093999071588,100.763997672838,-37.11149948400001,75.15149902900001
2024-04,132.8,163.09499688858,143.92499784,42.53333333333333,90.26666666666668,57.15199942117401,105.94299746740599,43.712499346499996,100.21249849350001
2024-05,152.5,90.69499783435,109.56999842,40.644444444444446,111.85555555555555,-23.66249961460599,114.357497448956,11.95300001150001,97.6169984085
2024-06,41.0,77.55499795899,61.324999215,-54.388888888888886,95.38888888888889,-36.61799943918599,114.172997398176,-56.95399869169999,118.27899790669998
2024-07,158.7,187.7099944673,181.784997305,63.82222222222221,94.87777777777778,59.26649755820699,128.443496909093,62.302499287599986,119.4824980174
2024-08,88.0,80.73999804089,81.39999869,13.989999999999995,74.01,-14.515499703402995,95.255497744293,-2.5769997513999954,83.9769984414
2024-09,44.2,62.13999802784,46.439999245,-33.510000000000005,77.71000000000001,-12.205000069408008,74.34499809724801,-22.4999995958,68.9399988408
2024-10,12.8,26.84499940495,15.12999992,-67.14,79.94,-54.530498762047,81.375498166997,-56.025998809,71.155998729
2024-11,155.3,150.88999625672,113.314998485,88.60000000000001,66.7,73.432497871418,77.457498385302,43.75649951450001,69.5584989705
2024-12,63.3,72.61499824131,74.62499925,0.7111111111111157,62.58888888888888,-8.011999820627992,80.626998061938,7.009000127500002,67.6159991225
