fecha,estacion_mm,imerg_mm,cmorph_mm
2016-01-25,0.0,0.00499999989,0.0
2016-01-26,0.0,0.0,0.0
2016-01-27,0.0,0.0,0.0
2016-01-28,0.0,0.0,0.0
2016-01-29,0.0,0.0,0.0
2016-01-30,0.0,0.1599999965,0.0
2016-01-31,0.0,2.6499999421,0.0
2016-02-01,0.0,0.0,0.0
2016-02-02,2.5,1.9149999465,1.5
2016-02-03,12.299999999999999,5.6549998345,1.5
2016-02-04,0.0,0.0,0.0
2016-02-05,0.0,0.0,0.0
2016-02-06,0.0,0.0,0.0
2016-02-07,0.0,0.0,0.0
2016-02-08,0.7,0.0,0.0
2016-02-09,0.0,0.0549999995,0.0
2016-02-10,0.0,0.33999999435,0.0
2016-02-11,0.0,0.0,0.0
2016-02-12,0.4,0.0,0.0
2016-02-13,0.0,0.0,0.0
2016-02-14,2.6,1.5599999649999998,0.0
2016-02-15,0.0,0.0399999991,0.0
2016-02-16,0.0,0.23499999735,0.0
2016-02-17,0.0,0.0,0.0
2016-02-18,0.0,0.0,0.0
2016-02-19,0.0,1.7249999721,0.0
2016-02-20,0.0,0.0,0.0
2016-02-21,0.0,0.0,0.0
2016-02-22,0.0,0.0,0.0
2016-02-23,0.0,0.0,0.0
2016-02-24,6.2,17.059999691,0.0
2016-02-25,0.0,2.049999946,0.0
2016-02-26,0.0,0.0,0.0
2016-02-27,0.0,0.0,0.0
2016-02-28,0.0,0.6949999929999999,0.0
2016-02-29,0.8,0.889999988,0.0
2016-03-01,0.0,2.11499995404,0.0
2016-03-02,0.0,0.0,0.0
2016-03-03,4.4,0.4199999944,1.0
2016-03-04,0.2,0.0,0.0
2016-03-05,0.0,0.0,0.0
2016-03-06,0.0,0.0,0.0
2016-03-07,5.3,6.49499984003,3.5
2016-03-08,0.0,0.42999999144,0.0
2016-03-09,0.0,1.71999996745,0.0
2016-03-10,3.1,6.63999990285,0.0
2016-03-11,0.0,0.09000000089,0.0
2016-03-12,0.0,0.3049999995,0.0
2016-03-13,26.1,14.869999902,2.0
2016-03-14,0.3,0.8049999765,0.0
2016-03-15,0.0,0.2799999935,0.0
2016-03-16,0.0,1.20999992,0.0
2016-03-17,0.0,0.0,2.5
2016-03-18,0.0,0.0,0.0
2016-03-19,0.0,0.0,0.0
2016-03-20,0.7,0.0,0.0
2016-03-21,0.0,0.0,0.0
2016-03-22,0.0,0.0,0.0
2016-03-23,0.0,1.0899999815,0.0
2016-03-24,12.4,12.429999547,13.055
2016-03-25,0.0,0.0,0.0
2016-03-26,0.0,0.0,0.0
2016-03-27,8.3,7.8849998828,5.8149999999999995
2016-03-28,4.4,4.285000012,0.0
2016-03-29,0.0,0.0,0.0
2016-03-30,22.8,34.5999988315,23.959998949999996
2016-03-31,13.1,34.0149991845,6.1099998499999995
2016-04-01,0.0,0.0,0.0
2016-04-02,0.0,0.0,0.0
2016-04-03,0.0,0.0,0.0
2016-04-04,0.0,0.3199999851,0.0
2016-04-05,0.0,0.0,0.0
2016-04-06,20.5,19.34999937,18.0749996
2016-04-07,0.2,0.64499998,0.0
2016-04-08,0.4,0.0099999998,0.0
2016-04-09,0.0,0.0,0.0
2016-04-10,8.3,8.869999683,3.3249999999999997
2016-04-11,3.9,8.764999771,5.8149995
2016-04-12,0.0,0.0,0.0
2016-04-13,0.0,0.0,0.0
2016-04-14,0.0,0.0,0.0
2016-04-15,0.0,0.0,0.0
2016-04-16,0.0,0.0,0.0
2016-04-17,0.0,0.0,0.0
2016-04-18,0.0,0.0,0.0
2016-04-19,0.0,0.0099999998,0.0
2016-04-20,2.2,3.2849999365,1.11
2016-04-21,7.9,9.6849996635,7.58499995
2016-04-22,3.7,0.744999975,2.22
2016-04-23,0.2,0.0,0.0
2016-04-24,0.0,0.01999999955,0.0
2016-04-25,0.0,0.0,0.0
2016-04-26,1.2000000000000002,3.274999932,12.11
2016-04-27,0.8,3.6599998465,0.395
2016-04-28,14.8,13.774999638999999,11.43999956
2016-04-29,0.0,0.0,0.0
2016-04-30,18.9,19.46499958635,13.10499984
2016-05-01,1.0,1.0299999493,0.0
2016-05-02,0.0,0.0,0.0
2016-05-03,0.0,0.0,0.0
2016-05-04,4.6000000000000005,3.879999915,1.41
2016-05-05,0.0,0.0,0.0
2016-05-06,0.0,0.0,0.0
2016-05-07,0.0,0.43999999,0.36
2016-05-08,4.4,5.33999992858,6.489999995
2016-05-09,9.8,10.07999976539,11.76499976
2016-05-10,17.3,4.4949998585,0.0
2016-05-11,6.0,4.9799999343,7.4649998
2016-05-12,6.2,10.49999974665,11.13999995
2016-05-13,0.0,0.224999994,0.0
2016-05-14,10.7,7.0599996695,5.72499975
2016-05-15,0.0,0.0,0.0
2016-05-16,0.0,0.2999999949,0.5349999649999999
2016-05-17,2.3,9.474999735499999,7.464999744999999
2016-05-18,0.0,0.0,0.0
2016-05-19,0.0,0.0,0.0
2016-05-20,0.5,1.229999954,0.0
2016-05-21,2.0,0.87499999565,0.0
2016-05-22,0.0,0.0,0.0
2016-05-23,0.0,0.0,0.0
2016-05-24,0.0,0.0,0.0
2016-05-25,0.0,0.28499999649999996,0.0
2016-05-26,10.3,15.974999770250001,14.67999965
2016-05-27,4.2,3.95999990075,2.84999992
2016-05-28,1.1,4.2249998994,0.0
2016-05-29,0.0,0.0,0.0
2016-05-30,0.0,1.819999935,0.0
2016-05-31,23.6,3.2349998850999997,2.595
2016-06-01,3.3000000000000003,4.8599999125,2.62
2016-06-02,0.0,0.0,0.0
2016-06-03,0.0,0.0,0.0
2016-06-04,32.0,19.45999962675,18.12499976
2016-06-05,0.0,0.0,0.0
2016-06-06,0.0,0.0,0.0
2016-06-07,0.0,0.0,0.0
2016-06-08,0.0,0.0,0.0
2016-06-09,0.0,0.56,0.965
2016-06-10,0.0,0.0,0.0
2016-06-11,0.0,0.0,0.0
2016-06-12,0.0,0.0,0.0
2016-06-13,0.0,0.0,0.0
2016-06-14,22.2,11.07499985015,21.3599994
2016-06-15,8.4,0.1099999995,2.8449999999999998
2016-06-16,0.0,0.0,0.0
2016-06-17,0.0,0.0,0.0
2016-06-18,0.0,0.0,0.0
2016-06-19,0.0,0.0,0.0
2016-06-20,0.0,0.0,0.0
2016-06-21,19.0,20.6299998635,18.15499953
2016-06-22,37.1,31.67999903039,27.349999685
2016-06-23,0.0,0.0,0.0
2016-06-24,0.0,0.0,0.0
2016-06-25,0.0,0.0,0.0
2016-06-26,0.0,5.2849998345,9.929999885
2016-06-27,0.0,0.21499998768999998,0.975
2016-06-28,0.0,0.0,0.0
2016-06-29,0.0,0.0,0.0
2016-06-30,0.0,0.269999981,0.0
2016-07-01,2.7,2.47500001844,0.16
2016-07-02,0.0,2.28499994028,2.83499993
2016-07-03,16.400000000000002,10.70499979213,12.804999685
2016-07-04,0.2,0.4899999795,0.0
2016-07-05,0.0,0.0,0.0
2016-07-06,11.1,13.97499979193,8.579999840000001
2016-07-07,0.6000000000000001,2.609999998,6.835
2016-07-08,0.0,0.0,0.0
2016-07-09,0.0,0.0,0.0
2016-07-10,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0
2016-07-12,0.0,0.1899999975,0.0
2016-07-13,7.800000000000001,20.31499935104,29.59
2016-07-14,2.5,2.29499988808,4.79999995
2016-07-15,0.0,0.0,0.0
2016-07-16,0.0,0.01999999956,0.0
2016-07-17,11.4,17.7599996348,16.51999995
2016-07-18,10.4,22.85999964489,17.3249998
2016-07-19,0.0,0.014999999689999998,0.0
2016-07-20,0.0,0.039999998169999995,1.099999955
2016-07-21,0.0,0.0,0.0
2016-07-22,14.3,17.9349996984,17.44499972
2016-07-23,0.0,0.170000002,0.0
2016-07-24,0.0,0.0,0.0
2016-07-25,43.5,49.43999833694,36.66499965
2016-07-26,0.0,0.0,0.0
2016-07-27,0.0,0.0,0.0
2016-07-28,18.5,4.80499981344,17.394999627
2016-07-29,0.0,0.0,0.0
2016-07-30,0.0,0.0,0.0
2016-07-31,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-08-02,0.0,0.0,0.534999997
2016-08-03,0.0,0.0,0.0
2016-08-04,0.0,0.0,0.0
2016-08-05,0.0,0.47499998435,1.789999982
2016-08-06,0.0,0.0,0.0
2016-08-07,0.0,0.0,0.0
2016-08-08,0.0,0.0,0.0
2016-08-09,0.0,0.0,0.0
2016-08-10,0.0,0.0,0.0
2016-08-11,0.0,0.0,0.0
2016-08-12,0.0,0.0,0.0
2016-08-13,31.3,47.61499883345,33.45499791
2016-08-14,0.0,4.80499988295,4.87499987
2016-08-15,38.0,38.46999918839,25.95499951
2016-08-16,3.2,6.11499987985,2.659999945
2016-08-17,0.0,0.0599999968,0.0
2016-08-18,0.0,0.349999994,0.0
2016-08-19,2.0,8.149999812999999,2.805
2016-08-20,2.0,0.4299999775,0.8299999349999999
2016-08-21,0.0,0.0,0.0
2016-08-22,0.0,0.0,0.0
