HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,nivel_hydrobasins,area_calculada_km2,perimetro_calculado_km,latitud_estacion,longitud_estacion,metodo_seleccion
7070552430,7070577030,7070047060,7070047060,2046.1,2046.1,1766.4,1766.4,7427069,7,1768.19922074831,249.48380521749053,40.05,-88.37,contains
